date,symbol,direction,action,score,regime,market_conf,regime_fit,rel_opp,risk_penalty,rsi,entry_price,t1_pnl,t3_pnl,t5_pnl,t1_win,t3_win,t5_win
2026-01-23,JPM,SHORT,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,29.9,297.72,-1.115,-1.024,-2.744,0,0,0
2026-01-23,BAC,SHORT,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,28.1,51.43,-0.58,-0.174,-2.862,0,0,0
2026-01-23,GS,SHORT,MONITOR,53.5,neutral,17.0,8.0,9.0,1.5,51.1,914.07,-1.413,-1.951,-1.799,0,0,0
2026-01-23,PLTR,SHORT,IGNORE,47.8,neutral,11.0,8.0,7.8,0.0,52.2,169.6,1.256,7.223,13.567,1,1,1
2026-01-23,NFLX,SHORT,MONITOR,54.3,neutral,14.0,8.0,12.8,1.5,31.2,86.12,0.488,1.719,3.054,1,1,1
2026-01-23,COIN,SHORT,MONITOR,59.5,neutral,17.0,8.0,15.0,1.5,39.2,216.95,1.599,3.466,10.237,1,1,1
2026-01-23,SOFI,SHORT,MONITOR,50.8,neutral,14.0,8.0,7.8,0.0,41.1,25.85,0.193,4.836,11.76,1,1,1
2026-01-23,ARM,LONG,MONITOR,55.8,neutral,14.0,8.0,12.8,0.0,52.2,116.07,-1.154,-5.264,-9.227,0,0,0
2026-01-23,UNH,LONG,MONITOR,52.0,neutral,17.0,8.0,6.0,0.0,63.0,353.51,-1.297,-17.47,-19.461,0,0,0
2026-01-23,LMT,LONG,IGNORE,36.5,neutral,8.0,8.0,2.0,2.5,78.8,587.72,-1.55,1.092,7.346,0,1,1
2026-01-23,AVGO,SHORT,MONITOR,56.2,neutral,17.0,8.0,10.2,0.0,35.7,320.05,-1.5,-4.121,-3.515,0,0,0
2026-01-23,TSM,LONG,IGNORE,46.2,neutral,14.0,8.0,3.2,0.0,60.0,333.93,-0.645,2.219,-1.287,0,1,0
2026-01-23,GLD,LONG,IGNORE,43.0,neutral,14.0,8.0,2.5,2.5,88.2,458.0,1.463,7.983,-2.849,1,1,0
2026-01-23,AMD,LONG,MONITOR,50.2,neutral,17.0,8.0,4.2,0.0,73.6,259.68,-3.223,-2.673,-8.838,0,0,0
2026-01-23,WMT,LONG,IGNORE,40.6,neutral,11.0,8.0,0.6,0.0,65.7,117.73,-0.076,-0.985,1.198,0,0,1
2026-01-23,IWM,LONG,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,73.7,264.34,-0.313,-0.57,-1.949,0,0,0
2026-01-23,TLT,LONG,IGNORE,44.3,neutral,14.0,8.0,1.3,0.0,57.5,87.3,0.478,-0.375,-0.91,1,0,0
2026-01-23,SMH,LONG,IGNORE,42.0,neutral,11.0,8.0,2.0,0.0,67.7,400.09,-0.317,4.134,0.842,0,1,1
2026-01-23,XLF,SHORT,MONITOR,52.0,neutral,17.0,8.0,6.0,0.0,37.0,53.07,-0.641,0.151,-0.697,0,1,0
2026-01-23,LLY,SHORT,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,47.3,1062.52,0.145,3.804,2.55,1,1,1
2026-01-23,COST,LONG,IGNORE,38.7,neutral,11.0,8.0,1.2,2.5,90.9,981.91,-0.568,-2.285,-4.243,0,0,0
2026-01-26,QQQ,LONG,IGNORE,44.2,neutral,14.0,8.5,0.7,0.0,56.5,625.46,0.907,0.635,0.109,1,1,1
2026-01-26,NVDA,LONG,IGNORE,46.4,neutral,11.0,8.5,5.9,0.0,47.6,186.46,1.099,3.239,-0.461,1,1,0
2026-01-26,XOM,LONG,IGNORE,42.5,neutral,11.0,8.5,2.0,0.0,67.7,133.95,1.476,4.205,2.64,1,1,1
2026-01-26,MSFT,SHORT,MONITOR,48.5,neutral,14.0,7.5,6.0,0.0,48.5,469.21,-2.19,7.821,9.975,0,1,1
2026-01-26,AAPL,SHORT,MONITOR,48.5,neutral,14.0,7.5,6.0,0.0,32.5,255.17,-1.12,-1.124,-5.716,0,0,0
2026-01-26,GOOGL,LONG,IGNORE,46.7,neutral,14.0,8.5,3.2,0.0,65.4,333.03,0.387,1.497,3.13,1,1,1
2026-01-26,META,LONG,MONITOR,54.1,neutral,17.0,8.5,7.6,0.0,54.5,671.78,0.091,9.809,5.064,1,1,1
2026-01-26,AMZN,LONG,IGNORE,45.0,neutral,11.0,8.5,4.5,0.0,56.0,238.42,2.626,1.388,1.904,1,1,1
2026-01-26,TSLA,SHORT,IGNORE,46.9,neutral,14.0,7.5,5.9,1.5,42.6,435.2,0.988,4.283,3.077,1,1,1
2026-01-26,JPM,SHORT,IGNORE,40.0,neutral,8.0,7.5,6.0,2.5,23.9,301.04,0.242,-1.787,-2.358,1,0,0
2026-01-26,BAC,SHORT,IGNORE,38.5,neutral,8.0,7.5,4.5,2.5,23.0,51.73,-0.288,-2.038,-3.864,0,0,0
2026-01-26,GS,SHORT,MONITOR,48.5,neutral,14.0,7.5,6.0,0.0,45.7,926.98,0.23,-0.886,-1.553,1,0,0
2026-01-26,PLTR,SHORT,IGNORE,47.3,neutral,14.0,7.5,4.8,0.0,40.7,167.47,1.057,9.321,11.769,1,1,1
2026-01-26,NFLX,SHORT,MONITOR,52.3,neutral,14.0,7.5,9.8,0.0,27.7,85.7,0.14,2.964,3.431,1,1,1
2026-01-26,COIN,SHORT,IGNORE,46.8,neutral,11.0,7.5,9.8,2.5,22.5,213.48,1.241,6.699,12.001,1,1,1
2026-01-26,SOFI,SHORT,MONITOR,50.3,neutral,14.0,7.5,7.8,0.0,26.0,25.8,1.318,5.581,14.419,1,1,1
2026-01-26,ARM,LONG,IGNORE,46.5,neutral,11.0,8.5,6.0,0.0,47.7,114.73,0.131,-5.491,-6.799,1,0,0
2026-01-26,UNH,LONG,MONITOR,50.5,neutral,14.0,8.5,7.0,0.0,56.4,348.93,-19.605,-16.878,-18.783,0,0,0
2026-01-26,LMT,LONG,IGNORE,43.7,neutral,11.0,8.5,3.2,0.0,72.2,578.61,2.285,7.023,9.342,1,1,1
2026-01-26,AVGO,SHORT,MONITOR,49.7,neutral,11.0,7.5,10.2,0.0,40.4,324.85,-2.444,-1.81,-1.927,0,0,0
2026-01-26,TSM,LONG,IGNORE,42.5,neutral,11.0,8.5,2.0,0.0,56.9,331.78,1.692,2.056,2.6,1,1,1
2026-01-26,GLD,LONG,IGNORE,44.0,neutral,14.0,8.5,3.0,2.5,87.6,464.7,2.453,6.714,-8.085,1,1,0
2026-01-26,AMD,LONG,IGNORE,43.5,neutral,11.0,8.5,4.5,1.5,68.3,251.31,0.286,0.346,-2.005,1,1,0
2026-01-26,WMT,LONG,IGNORE,41.1,neutral,11.0,8.5,0.6,0.0,65.5,117.64,-0.595,-0.196,5.457,0,0,1
2026-01-26,IWM,LONG,IGNORE,41.2,neutral,11.0,8.5,0.7,0.0,68.3,263.51,0.284,-0.231,-0.682,1,0,0
2026-01-26,TLT,LONG,IGNORE,43.5,neutral,14.0,8.5,0.0,0.0,57.4,87.72,-0.623,-0.826,-1.663,0,0,0
2026-01-26,SMH,LONG,IGNORE,42.5,neutral,11.0,8.5,2.0,0.0,64.6,398.82,2.114,4.689,2.294,1,1,1
2026-01-26,XLF,SHORT,IGNORE,42.7,neutral,11.0,7.5,3.2,0.0,28.5,53.41,0.768,-0.262,-1.161,1,0,0
2026-01-26,LLY,SHORT,IGNORE,47.0,neutral,14.0,7.5,4.5,0.0,54.2,1060.98,2.187,3.633,1.752,1,1,1
2026-01-26,COST,LONG,IGNORE,37.0,neutral,8.0,8.5,2.0,2.5,85.9,976.34,-0.756,-2.535,-0.817,0,0,0
2026-01-27,QQQ,LONG,IGNORE,43.7,neutral,14.0,8.0,0.7,0.0,56.7,631.13,0.331,-1.467,-2.315,1,0,0
2026-01-27,NVDA,LONG,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,51.8,188.51,1.591,1.384,-4.339,1,1,0
2026-01-27,XOM,LONG,IGNORE,39.5,neutral,11.0,8.0,2.0,2.5,82.3,135.92,0.548,3.34,5.043,1,1,1
2026-01-27,MSFT,LONG,MONITOR,52.0,neutral,17.0,8.0,6.0,0.0,51.2,479.49,0.218,-10.464,-14.435,1,0,0
2026-01-27,AAPL,SHORT,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,43.6,258.03,0.709,-0.469,-4.34,1,0,0
2026-01-27,GOOGL,LONG,IGNORE,45.0,neutral,14.0,8.0,2.0,0.0,68.9,334.31,0.436,1.031,1.542,1,1,1
2026-01-27,META,LONG,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,54.1,672.39,-0.63,6.468,2.783,0,1,1
2026-01-27,AMZN,LONG,IGNORE,47.2,neutral,14.0,8.0,4.2,0.0,54.4,244.68,-0.683,-2.199,-2.477,0,0,0
2026-01-27,TSLA,SHORT,IGNORE,46.6,neutral,14.0,8.0,3.6,0.0,48.9,430.9,-0.13,0.114,2.075,0,1,1
2026-01-27,JPM,SHORT,IGNORE,43.5,neutral,11.0,8.0,6.0,2.5,20.9,300.31,-0.153,-1.858,-4.842,0,0,0
2026-01-27,BAC,SHORT,IGNORE,39.0,neutral,8.0,8.0,4.5,2.5,21.1,51.88,0.69,-1.974,-4.37,1,0,0
2026-01-27,GS,SHORT,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,43.2,924.85,-0.763,-0.612,-0.997,0,0,0
2026-01-27,PLTR,SHORT,MONITOR,50.8,neutral,14.0,8.0,7.8,0.0,27.8,165.7,5.039,11.533,4.719,1,1,1
2026-01-27,NFLX,SHORT,MONITOR,52.8,neutral,14.0,8.0,9.8,0.0,29.2,85.58,1.098,2.442,6.59,1,1,1
2026-01-27,COIN,SHORT,IGNORE,47.3,neutral,11.0,8.0,9.8,2.5,23.0,210.83,0.664,7.632,14.784,1,1,1
2026-01-27,SOFI,SHORT,MONITOR,50.8,neutral,14.0,8.0,7.8,0.0,35.6,25.46,3.378,10.408,14.533,1,1,1
2026-01-27,ARM,LONG,MONITOR,52.8,neutral,14.0,8.0,9.8,0.0,48.9,114.88,-4.283,-8.287,-8.992,0,0,0
2026-01-27,UNH,SHORT,MONITOR,50.0,neutral,12.0,8.0,12.0,3.0,25.8,280.52,-4.004,-1.496,-0.524,0,0,0
2026-01-27,LMT,LONG,IGNORE,46.2,neutral,14.0,8.0,3.2,0.0,72.7,591.83,0.39,6.601,5.599,1,1,1
2026-01-27,AVGO,SHORT,MONITOR,50.2,neutral,11.0,8.0,10.2,0.0,44.7,332.79,-0.135,0.448,3.744,0,1,1
2026-01-27,TSM,LONG,IGNORE,46.2,neutral,14.0,8.0,3.2,0.0,57.2,337.39,1.17,-2.299,-0.766,1,0,0
2026-01-27,GLD,LONG,IGNORE,43.5,neutral,14.0,8.0,3.0,2.5,88.7,476.1,3.877,-6.543,-4.581,1,0,0
2026-01-27,AMD,LONG,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,74.5,252.03,0.282,-6.071,-3.936,1,0,0
2026-01-27,WMT,LONG,IGNORE,41.2,neutral,11.0,8.0,1.2,0.0,58.7,116.94,-0.316,1.881,9.21,0,1,1
2026-01-27,IWM,LONG,IGNORE,43.7,neutral,14.0,8.0,0.7,0.0,65.4,264.26,-0.54,-1.919,-0.737,0,0,0
2026-01-27,TLT,LONG,IGNORE,41.3,neutral,11.0,8.0,1.3,0.0,54.1,87.18,-0.228,-0.763,-0.807,0,0,0
2026-01-27,SMH,LONG,IGNORE,45.0,neutral,14.0,8.0,2.0,0.0,63.8,407.25,2.303,-0.931,-2.35,1,0,0
2026-01-27,XLF,SHORT,IGNORE,40.7,neutral,11.0,8.0,3.2,2.5,23.7,53.0,0.019,-0.83,-1.0,1,0,0
2026-01-27,LLY,SHORT,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,45.2,1037.78,1.511,0.227,3.468,1,1,1
2026-01-27,COST,LONG,IGNORE,36.5,neutral,8.0,8.0,2.0,2.5,79.9,968.96,-0.979,-2.963,0.925,0,0,1
2026-01-28,QQQ,LONG,IGNORE,43.8,neutral,14.0,8.0,0.8,0.0,57.8,633.22,-0.599,-1.118,-4.338,0,0,0
2026-01-28,NVDA,LONG,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,53.3,191.51,0.517,-3.086,-9.049,1,0,0
2026-01-28,XOM,LONG,IGNORE,39.5,neutral,11.0,8.0,2.0,2.5,92.1,136.67,2.13,0.596,7.276,1,1,1
2026-01-28,MSFT,LONG,MONITOR,52.0,neutral,17.0,8.0,6.0,0.0,48.9,480.53,-9.993,-12.096,-14.002,0,0,0
2026-01-28,AAPL,SHORT,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,43.9,256.2,-0.718,-5.292,-7.819,0,0,0
2026-01-28,GOOGL,LONG,IGNORE,45.0,neutral,14.0,8.0,2.0,0.0,64.9,335.77,0.667,2.286,-0.884,1,1,0
2026-01-28,META,LONG,MONITOR,52.0,neutral,14.0,8.0,9.0,0.0,57.0,668.16,10.405,5.635,0.039,1,1,1
2026-01-28,AMZN,LONG,IGNORE,44.2,neutral,11.0,8.0,4.2,0.0,51.6,243.01,-0.527,-0.021,-4.123,0,0,0
2026-01-28,TSLA,SHORT,IGNORE,45.9,neutral,11.0,8.0,5.9,0.0,50.0,431.46,3.453,2.237,5.899,1,1,1
2026-01-28,JPM,SHORT,IGNORE,39.0,neutral,8.0,8.0,4.5,2.5,24.7,300.77,-1.879,-2.45,-5.486,0,0,0
2026-01-28,BAC,SHORT,IGNORE,42.0,neutral,11.0,8.0,4.5,2.5,24.6,51.52,-2.451,-4.285,-6.891,0,0,0
2026-01-28,GS,LONG,IGNORE,45.0,neutral,14.0,8.0,2.0,0.0,48.8,931.91,0.353,1.016,-2.51,1,1,0
2026-01-28,PLTR,SHORT,IGNORE,44.7,neutral,11.0,8.0,10.2,5.5,18.0,157.35,3.489,6.095,11.319,1,1,1
2026-01-28,NFLX,SHORT,MONITOR,52.8,neutral,14.0,8.0,9.8,0.0,26.7,84.64,1.749,2.221,5.293,1,1,1
2026-01-28,COIN,SHORT,MONITOR,50.3,neutral,11.0,8.0,12.8,2.5,24.1,209.43,4.894,10.299,19.486,1,1,1
2026-01-28,SOFI,SHORT,MONITOR,51.7,neutral,14.0,8.0,10.2,1.5,30.4,24.6,0.976,10.244,15.65,1,1,1
2026-01-28,ARM,SHORT,MONITOR,54.3,neutral,14.0,8.0,12.8,1.5,41.7,109.96,1.391,2.756,4.602,1,1,1
2026-01-28,UNH,SHORT,MONITOR,53.5,neutral,14.0,8.0,12.0,1.5,33.1,291.75,0.588,2.867,6.156,1,1,1
2026-01-28,LMT,LONG,IGNORE,39.5,neutral,11.0,8.0,2.0,2.5,86.5,594.14,4.226,6.485,0.919,1,1,1
2026-01-28,AVGO,SHORT,IGNORE,47.8,neutral,11.0,8.0,7.8,0.0,45.1,333.24,0.753,0.639,7.559,1,1,1
2026-01-28,TSM,LONG,IGNORE,46.2,neutral,14.0,8.0,3.2,0.0,66.6,341.34,-0.803,-0.275,-4.838,0,0,0
2026-01-28,GLD,LONG,IGNORE,42.0,neutral,14.0,8.0,3.0,4.0,94.5,494.56,0.271,-13.634,-8.207,1,0,0
2026-01-28,AMD,LONG,IGNORE,42.0,neutral,11.0,8.0,4.5,2.5,79.2,252.74,-0.222,-2.56,-20.792,0,0,0
2026-01-28,WMT,LONG,IGNORE,41.0,neutral,11.0,8.0,1.0,0.0,64.0,116.57,0.721,6.425,9.805,1,1,1
2026-01-28,IWM,LONG,IGNORE,40.8,neutral,11.0,8.0,0.8,0.0,63.5,262.83,0.027,-0.425,-1.056,1,0,0
2026-01-28,TLT,SHORT,IGNORE,44.3,neutral,14.0,8.0,1.3,0.0,48.4,86.98,-0.023,0.821,0.832,0,1,1
2026-01-28,SMH,LONG,MONITOR,48.5,neutral,17.0,8.0,2.5,0.0,70.2,416.63,0.214,-2.079,-8.307,1,0,0
2026-01-28,XLF,SHORT,IGNORE,47.2,neutral,14.0,8.0,4.2,0.0,26.9,52.99,-1.057,-1.963,-1.831,0,0,0
2026-01-28,LLY,SHORT,MONITOR,53.6,neutral,17.0,8.0,7.6,0.0,31.5,1022.09,-0.033,-1.986,-8.138,0,0,0
2026-01-28,COST,LONG,IGNORE,36.5,neutral,8.0,8.0,2.0,2.5,78.2,959.47,-0.821,0.927,1.968,0,1,1
2026-01-29,QQQ,LONG,IGNORE,44.0,neutral,14.0,8.0,1.0,0.0,57.6,629.43,-1.201,-2.051,-5.148,0,0,0
2026-01-29,NVDA,LONG,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,61.1,192.5,-0.717,-6.322,-10.716,0,0,0
2026-01-29,XOM,LONG,IGNORE,43.5,neutral,14.0,8.0,3.0,2.5,91.6,139.58,0.633,2.292,3.964,1,1,1
2026-01-29,MSFT,SHORT,MONITOR,50.0,neutral,12.0,8.0,12.0,3.0,32.6,432.51,0.74,5.142,9.188,1,1,1
2026-01-29,AAPL,LONG,MONITOR,52.0,neutral,17.0,8.0,6.0,0.0,48.8,258.04,0.465,4.336,6.826,1,1,1
2026-01-29,GOOGL,LONG,MONITOR,48.5,neutral,17.0,8.0,2.5,0.0,63.9,338.01,-0.074,0.432,-2.069,0,1,0
2026-01-29,META,LONG,IGNORE,45.0,neutral,12.0,8.0,7.0,3.0,72.1,737.68,-2.954,-6.313,-9.224,0,0,0
2026-01-29,AMZN,LONG,IGNORE,47.2,neutral,14.0,8.0,4.2,0.0,44.4,241.73,-1.005,-1.287,-7.877,0,0,0
2026-01-29,TSLA,SHORT,MONITOR,52.1,neutral,17.0,8.0,7.6,1.5,41.0,416.56,-3.325,-1.296,4.645,0,0,1
2026-01-29,JPM,SHORT,IGNORE,44.5,neutral,11.0,8.0,4.5,0.0,28.6,306.42,0.173,-2.751,-1.221,1,0,0
2026-01-29,BAC,SHORT,IGNORE,44.5,neutral,11.0,8.0,4.5,0.0,31.3,52.78,-0.226,-2.581,-3.504,0,0,0
2026-01-29,GS,LONG,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,51.5,935.2,-0.501,-0.12,-5.288,0,0,0
2026-01-29,PLTR,SHORT,MONITOR,51.0,neutral,14.0,8.0,12.0,4.0,17.7,151.86,3.47,-3.964,14.388,1,0,1
2026-01-29,NFLX,SHORT,IGNORE,47.3,neutral,11.0,8.0,9.8,2.5,24.3,83.16,-0.397,3.872,2.754,0,1,1
2026-01-29,COIN,SHORT,MONITOR,49.5,neutral,11.0,8.0,15.0,5.5,21.1,199.18,2.229,9.8,26.639,1,1,1
2026-01-29,SOFI,SHORT,MONITOR,50.7,neutral,14.0,8.0,10.2,2.5,20.2,24.36,6.363,10.673,20.115,1,1,1
2026-01-29,ARM,SHORT,MONITOR,51.3,neutral,14.0,8.0,9.8,1.5,43.0,108.43,2.831,3.578,-2.26,1,1,0
2026-01-29,UNH,SHORT,MONITOR,56.2,neutral,17.0,8.0,10.2,0.0,30.2,290.04,1.834,2.775,8.122,1,1,1
2026-01-29,LMT,LONG,IGNORE,41.0,neutral,11.0,8.0,5.0,4.0,86.8,619.25,1.881,0.924,-2.141,1,1,0
2026-01-29,AVGO,SHORT,MONITOR,50.8,neutral,14.0,8.0,7.8,0.0,49.1,330.73,-0.172,3.145,6.114,0,1,1
2026-01-29,TSM,LONG,IGNORE,43.2,neutral,11.0,8.0,3.2,0.0,64.7,338.6,-2.648,-1.119,-2.598,0,0,0
2026-01-29,GLD,LONG,IGNORE,41.5,neutral,12.0,8.0,3.0,2.5,94.5,495.9,-10.274,-8.391,-10.893,0,0,0
2026-01-29,AMD,LONG,IGNORE,39.0,neutral,8.0,8.0,4.5,2.5,84.7,252.18,-6.127,-3.993,-23.666,0,0,0
2026-01-29,WMT,LONG,IGNORE,43.6,neutral,14.0,8.0,0.6,0.0,65.3,117.41,1.473,8.773,8.117,1,1,1
2026-01-29,IWM,LONG,IGNORE,46.8,neutral,17.0,8.0,0.8,0.0,59.7,262.9,-1.412,-0.224,-2.863,0,0,0
2026-01-29,TLT,SHORT,IGNORE,44.7,neutral,14.0,8.0,1.7,0.0,52.4,87.0,0.559,0.603,-0.222,1,1,0
2026-01-29,SMH,LONG,IGNORE,43.0,neutral,14.0,8.0,2.5,2.5,76.4,417.52,-3.368,-4.752,-8.73,0,0,0
2026-01-29,XLF,SHORT,IGNORE,47.2,neutral,14.0,8.0,4.2,0.0,30.3,53.55,0.205,0.037,0.486,1,1,1
2026-01-29,LLY,SHORT,IGNORE,45.9,neutral,11.0,8.0,5.9,0.0,35.1,1022.43,-1.27,2.019,0.322,0,1,1
2026-01-29,COST,LONG,IGNORE,42.0,neutral,11.0,8.0,2.0,0.0,66.5,951.59,-1.192,2.767,3.962,0,1,1
2026-01-30,QQQ,SHORT,IGNORE,46.8,neutral,17.0,8.0,0.8,0.0,46.1,621.87,-0.687,2.592,1.965,0,1,1
2026-01-30,NVDA,LONG,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,59.0,191.12,-2.888,-8.863,-2.993,0,0,0
2026-01-30,XOM,LONG,IGNORE,43.5,neutral,14.0,8.0,3.0,2.5,91.3,140.46,-2.122,4.378,5.41,0,1,1
2026-01-30,MSFT,SHORT,MONITOR,58.0,neutral,17.0,8.0,12.0,0.0,31.2,429.31,1.608,3.742,6.775,1,1,1
2026-01-30,AAPL,LONG,MONITOR,53.0,neutral,17.0,8.0,7.0,0.0,50.2,259.24,4.058,6.555,7.184,1,1,1
2026-01-30,GOOGL,LONG,IGNORE,42.5,neutral,11.0,8.0,2.5,0.0,60.9,337.76,1.683,-1.467,-4.479,1,0,0
2026-01-30,META,LONG,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,64.2,715.89,-1.408,-6.631,-7.682,0,0,0
2026-01-30,AMZN,LONG,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,40.3,239.3,1.529,-2.637,-12.11,1,0,0
2026-01-30,TSLA,SHORT,MONITOR,49.1,neutral,14.0,8.0,7.6,1.5,43.5,430.41,1.998,5.669,4.484,1,1,1
2026-01-30,JPM,SHORT,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,28.6,305.89,-0.736,-3.72,-5.397,0,0,0
2026-01-30,BAC,SHORT,IGNORE,44.5,neutral,11.0,8.0,4.5,0.0,33.6,52.9,-1.56,-4.098,-6.259,0,0,0
2026-01-30,GS,SHORT,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,49.0,930.51,-1.167,2.364,0.712,0,1,1
2026-01-30,PLTR,SHORT,MONITOR,49.2,neutral,14.0,8.0,10.2,4.0,14.3,146.59,-0.798,4.809,7.292,0,1,1
2026-01-30,NFLX,SHORT,MONITOR,49.8,neutral,11.0,8.0,9.8,0.0,28.1,83.49,0.874,3.988,1.545,1,1,1
2026-01-30,COIN,SHORT,MONITOR,48.8,neutral,11.0,8.0,12.8,4.0,21.2,194.74,3.533,13.413,15.21,1,1,1
2026-01-30,SOFI,SHORT,IGNORE,43.5,neutral,8.0,8.0,12.0,5.5,16.6,22.81,3.2,9.031,8.549,1,1,1
2026-01-30,ARM,SHORT,MONITOR,51.3,neutral,14.0,8.0,9.8,1.5,40.9,105.36,-1.49,0.437,-17.407,0,1,0
2026-01-30,UNH,SHORT,MONITOR,53.2,neutral,14.0,8.0,10.2,0.0,29.7,284.72,0.467,3.837,3.583,1,1,1
2026-01-30,LMT,LONG,IGNORE,40.7,neutral,11.0,8.0,3.2,2.5,85.5,630.9,0.281,-4.96,-1.678,1,0,0
2026-01-30,AVGO,SHORT,MONITOR,53.2,neutral,14.0,8.0,10.2,0.0,41.9,331.3,0.057,7.018,-0.489,1,1,0
2026-01-30,TSM,LONG,IGNORE,44.5,neutral,11.0,8.0,4.5,0.0,54.5,329.63,3.267,-1.458,5.533,1,0,1
2026-01-30,GLD,LONG,IGNORE,47.0,neutral,12.0,8.0,9.0,3.0,60.7,444.95,-4.005,2.027,2.362,0,1,1
2026-01-30,AMD,LONG,IGNORE,43.1,neutral,11.0,8.0,7.6,4.5,70.4,236.73,4.03,-15.435,-11.95,1,0,0
2026-01-30,WMT,LONG,IGNORE,43.6,neutral,14.0,8.0,0.6,0.0,65.9,119.14,4.13,7.437,10.106,1,1,1
2026-01-30,IWM,SHORT,MONITOR,51.0,neutral,17.0,8.0,5.0,0.0,49.0,259.19,-0.974,-0.335,-2.068,0,0,0
2026-01-30,TLT,SHORT,IGNORE,47.7,neutral,17.0,8.0,1.7,0.0,42.8,86.51,0.286,0.297,-0.855,1,1,0
2026-01-30,SMH,LONG,IGNORE,47.5,neutral,14.0,8.0,6.0,1.5,59.3,403.46,1.118,-5.314,-0.449,1,0,0
2026-01-30,XLF,SHORT,IGNORE,46.2,neutral,14.0,8.0,3.2,0.0,30.6,53.44,-1.104,-0.973,-1.534,0,0,0
2026-01-30,LLY,SHORT,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,43.3,1035.42,-0.673,-6.746,-2.028,0,0,0
2026-01-30,COST,LONG,IGNORE,43.2,neutral,11.0,8.0,3.2,0.0,57.2,940.25,2.99,4.052,6.478,1,1,1
2026-02-02,QQQ,LONG,IGNORE,43.7,neutral,14.0,8.0,0.7,0.0,49.2,626.14,-1.536,-4.649,-1.888,0,0,0
2026-02-02,NVDA,SHORT,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,50.8,185.6,2.839,7.397,-2.387,1,1,0
2026-02-02,XOM,LONG,IGNORE,40.0,neutral,11.0,8.0,2.5,2.5,81.6,137.48,3.851,5.549,9.256,1,1,1
2026-02-02,MSFT,SHORT,MONITOR,56.2,neutral,17.0,8.0,10.2,0.0,30.1,422.41,2.872,7.015,2.308,1,1,1
2026-02-02,AAPL,LONG,IGNORE,47.5,neutral,14.0,8.0,6.0,1.5,61.4,269.76,-0.196,2.185,1.803,0,1,1
2026-02-02,GOOGL,LONG,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,63.0,343.45,-1.158,-3.62,-5.636,0,0,0
2026-02-02,META,LONG,IGNORE,45.9,neutral,11.0,8.0,5.9,0.0,64.4,705.81,-2.082,-5.124,-4.132,0,0,0
2026-02-02,AMZN,LONG,IGNORE,46.2,neutral,14.0,8.0,3.2,0.0,46.1,242.96,-1.786,-8.343,-14.093,0,0,0
2026-02-02,TSLA,SHORT,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,38.3,421.81,-0.036,5.832,1.064,0,1,1
2026-02-02,JPM,SHORT,IGNORE,44.5,neutral,11.0,8.0,4.5,0.0,34.3,308.14,-2.178,-0.656,-4.53,0,0,0
2026-02-02,BAC,LONG,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,43.0,53.73,0.777,1.684,4.405,1,1,1
2026-02-02,GS,LONG,IGNORE,47.5,neutral,14.0,8.0,4.5,0.0,49.1,941.38,-0.776,-5.909,-0.286,0,0,0
2026-02-02,PLTR,SHORT,MONITOR,49.5,neutral,11.0,8.0,12.0,2.5,12.8,147.76,-6.849,12.013,3.282,0,1,1
2026-02-02,NFLX,SHORT,MONITOR,52.8,neutral,14.0,8.0,9.8,0.0,26.7,82.76,3.407,2.284,1.559,1,1,1
2026-02-02,COIN,SHORT,MONITOR,50.3,neutral,14.0,8.0,12.8,5.5,17.4,187.86,4.365,22.219,10.971,1,1,1
2026-02-02,SOFI,SHORT,MONITOR,50.3,neutral,14.0,8.0,12.8,5.5,16.8,22.08,1.449,11.866,3.306,1,1,1
2026-02-02,ARM,SHORT,MONITOR,48.3,neutral,11.0,8.0,9.8,1.5,44.2,106.93,2.226,-3.694,-16.534,1,0,0
2026-02-02,UNH,SHORT,MONITOR,50.8,neutral,14.0,8.0,7.8,0.0,30.1,283.39,0.494,5.967,3.463,1,1,1
2026-02-02,LMT,LONG,IGNORE,40.7,neutral,11.0,8.0,3.2,2.5,84.7,632.67,-1.217,-4.217,0.36,0,0,1
