date,symbol,direction,action,score,regime,market_conf,regime_fit,rel_opp,risk_penalty,rsi,entry_price,t1_pnl,t3_pnl,t5_pnl,t1_win,t3_win,t5_win
2026-01-13,LLY,LONG,IGNORE,43.2,neutral,11.0,8.0,3.2,0.0,50.2,1075.4,-0.362,-3.601,0.123,0,0,1
2026-01-13,COST,LONG,IGNORE,36.5,neutral,8.0,8.0,2.0,2.5,81.7,940.64,0.961,2.302,4.345,1,1,1
2026-01-14,QQQ,LONG,IGNORE,43.5,neutral,14.0,7.5,1.0,0.0,46.9,619.55,0.36,-1.855,0.195,1,0,1
2026-01-14,NVDA,SHORT,MONITOR,51.1,neutral,14.0,8.5,7.6,0.0,35.0,183.13,-2.135,2.768,-0.928,0,1,0
2026-01-14,XOM,LONG,MONITOR,48.5,neutral,17.0,7.5,3.0,0.0,69.5,129.34,-0.822,0.2,2.642,0,1,1
2026-01-14,MSFT,SHORT,MONITOR,49.5,neutral,14.0,8.5,8.5,2.5,24.6,458.33,0.592,1.058,1.794,1,1,1
2026-01-14,AAPL,SHORT,IGNORE,42.5,neutral,11.0,8.5,4.5,2.5,19.1,259.72,0.673,5.101,4.466,1,1,1
2026-01-14,GOOGL,LONG,IGNORE,36.0,neutral,8.0,7.5,2.0,2.5,86.4,335.6,-0.911,-4.121,-1.578,0,0,0
2026-01-14,META,SHORT,MONITOR,52.0,neutral,14.0,8.5,8.5,0.0,26.1,614.99,-0.858,1.852,-5.217,0,1,0
2026-01-14,AMZN,LONG,IGNORE,45.5,neutral,11.0,7.5,6.0,0.0,55.8,236.65,0.647,-2.387,-0.976,1,0,0
2026-01-14,TSLA,SHORT,MONITOR,49.4,neutral,14.0,8.5,5.9,0.0,28.7,439.2,0.143,4.542,-2.313,1,1,0
2026-01-14,JPM,SHORT,MONITOR,50.5,neutral,14.0,8.5,7.0,0.0,35.3,307.87,-0.451,1.666,1.377,0,1,1
2026-01-14,BAC,SHORT,MONITOR,52.0,neutral,17.0,8.5,7.0,1.5,31.9,52.18,-0.21,0.724,0.057,0,1,1
2026-01-14,GS,LONG,IGNORE,45.0,neutral,14.0,7.5,2.5,0.0,59.1,927.79,4.631,1.147,2.357,1,1,1
2026-01-14,PLTR,SHORT,MONITOR,49.4,neutral,14.0,8.5,5.9,0.0,33.8,178.4,0.746,5.533,7.007,1,1,1
2026-01-14,NFLX,SHORT,MONITOR,49.5,neutral,14.0,8.5,8.5,2.5,24.8,88.55,0.565,1.457,5.658,1,1,1
2026-01-14,COIN,LONG,MONITOR,58.3,neutral,17.0,7.5,12.8,0.0,59.1,255.86,-6.48,-10.994,-12.788,0,0,0
2026-01-14,SOFI,SHORT,MONITOR,51.3,neutral,14.0,8.5,7.8,0.0,47.4,26.67,0.862,4.424,2.175,1,1,1
2026-01-14,ARM,SHORT,MONITOR,59.3,neutral,17.0,8.5,12.8,0.0,34.1,104.99,-0.114,-2.076,-13.535,0,0,0
2026-01-14,UNH,LONG,IGNORE,47.0,neutral,14.0,7.5,4.5,0.0,58.4,332.38,1.194,1.036,5.825,1,1,1
2026-01-14,LMT,LONG,IGNORE,44.2,neutral,14.0,7.5,4.2,2.5,78.8,569.7,0.906,0.587,3.704,1,1,1
2026-01-14,AVGO,SHORT,IGNORE,46.8,neutral,11.0,8.5,7.8,1.5,42.6,339.89,-0.921,2.145,4.237,0,1,1
2026-01-14,TSM,LONG,IGNORE,43.7,neutral,11.0,7.5,4.2,0.0,73.3,326.19,4.442,0.015,0.079,1,1,1
2026-01-14,GLD,LONG,MONITOR,48.0,neutral,17.0,7.5,2.5,0.0,59.3,425.94,-0.613,2.651,6.069,0,1,1
2026-01-14,AMD,LONG,MONITOR,55.7,neutral,17.0,7.5,10.2,0.0,58.3,223.6,1.932,3.721,13.475,1,1,1
2026-01-14,WMT,LONG,IGNORE,40.0,neutral,11.0,7.5,3.0,2.5,79.8,120.04,-0.7,-1.108,-1.841,0,0,0
2026-01-14,IWM,LONG,IGNORE,46.3,neutral,17.0,7.5,0.8,0.0,71.6,262.72,0.881,-0.232,2.508,1,0,1
2026-01-14,TLT,LONG,IGNORE,45.5,neutral,17.0,7.5,0.0,0.0,57.9,87.7,-0.023,-1.902,-0.725,0,0,0
2026-01-14,SMH,LONG,IGNORE,45.0,neutral,14.0,7.5,2.5,0.0,70.9,388.35,2.075,0.525,3.726,1,1,1
2026-01-14,XLF,SHORT,MONITOR,49.5,neutral,17.0,8.5,3.0,0.0,38.8,54.15,-0.406,1.754,0.628,0,1,1
2026-01-14,LLY,LONG,IGNORE,42.3,neutral,11.0,7.5,2.8,0.0,50.4,1071.5,-3.757,-2.981,1.313,0,0,1
2026-01-14,COST,LONG,IGNORE,39.0,neutral,11.0,7.5,2.0,2.5,82.2,949.68,0.607,1.396,2.649,1,1,1
2026-01-15,QQQ,LONG,IGNORE,46.8,neutral,17.0,8.0,0.8,0.0,47.4,621.78,-0.084,-0.885,0.151,0,0,1
2026-01-15,NVDA,LONG,MONITOR,53.6,neutral,17.0,8.0,7.6,0.0,46.7,187.04,-0.438,-1.994,0.331,0,0,1
2026-01-15,XOM,LONG,IGNORE,42.0,neutral,11.0,8.0,2.0,0.0,67.4,128.28,0.589,3.469,4.523,1,1,1
2026-01-15,MSFT,SHORT,IGNORE,46.0,neutral,11.0,8.0,8.5,2.5,21.8,455.62,-0.701,2.748,-2.034,0,1,0
2026-01-15,AAPL,SHORT,IGNORE,42.0,neutral,11.0,8.0,4.5,2.5,11.7,257.97,1.038,4.09,3.939,1,1,1
2026-01-15,GOOGL,LONG,IGNORE,36.5,neutral,8.0,8.0,2.0,2.5,78.9,332.55,-0.835,-1.322,-1.457,0,0,0
2026-01-15,META,SHORT,IGNORE,46.5,neutral,11.0,8.0,6.5,0.0,28.0,620.27,0.089,1.263,-6.115,1,1,0
2026-01-15,AMZN,LONG,MONITOR,52.0,neutral,17.0,8.0,6.0,0.0,57.2,238.18,0.395,-2.884,0.411,1,0,1
2026-01-15,TSLA,SHORT,IGNORE,46.6,neutral,14.0,8.0,3.6,0.0,28.5,438.57,0.244,1.626,-2.392,1,1,0
2026-01-15,JPM,SHORT,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,33.1,309.26,-1.038,2.335,3.731,0,1,1
2026-01-15,BAC,SHORT,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,30.7,52.29,-0.723,0.989,1.654,0,1,1
2026-01-15,GS,LONG,IGNORE,44.5,neutral,14.0,8.0,3.0,1.5,66.0,970.75,-1.42,-2.342,-5.839,0,0,0
2026-01-15,PLTR,SHORT,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,32.8,177.07,3.451,6.63,4.219,1,1,1
2026-01-15,NFLX,SHORT,IGNORE,44.0,neutral,11.0,8.0,6.5,2.5,22.5,88.05,0.057,3.055,2.192,1,1,1
2026-01-15,COIN,SHORT,MONITOR,55.0,neutral,14.0,8.0,15.0,3.0,49.7,239.28,-0.782,5.161,9.332,0,1,1
2026-01-15,SOFI,SHORT,MONITOR,53.2,neutral,14.0,8.0,10.2,0.0,44.7,26.44,1.172,3.026,2.231,1,1,1
2026-01-15,ARM,SHORT,MONITOR,52.8,neutral,11.0,8.0,12.8,0.0,35.2,105.11,-0.637,-8.382,-10.427,0,0,0
2026-01-15,UNH,LONG,MONITOR,53.6,neutral,17.0,8.0,7.6,0.0,59.2,336.35,-2.342,2.593,5.104,0,1,1
2026-01-15,LMT,LONG,IGNORE,40.7,neutral,11.0,8.0,3.2,2.5,79.1,574.86,0.786,1.443,2.237,1,1,1
2026-01-15,AVGO,SHORT,IGNORE,44.8,neutral,11.0,8.0,4.8,0.0,44.6,343.02,-2.533,4.146,6.696,0,1,1
2026-01-15,TSM,LONG,IGNORE,39.0,neutral,9.0,8.0,5.0,4.0,77.6,340.68,0.222,-4.543,-1.982,1,0,0
2026-01-15,GLD,LONG,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,58.5,423.33,-0.482,4.788,8.19,0,1,1
2026-01-15,AMD,LONG,MONITOR,55.0,neutral,17.0,8.0,9.0,0.0,61.4,227.92,1.716,9.6,13.935,1,1,1
2026-01-15,WMT,LONG,IGNORE,46.0,neutral,14.0,8.0,3.0,0.0,74.5,119.2,0.419,0.134,-1.233,1,1,0
2026-01-15,IWM,LONG,IGNORE,43.8,neutral,14.0,8.0,0.8,0.0,73.4,265.04,0.094,0.859,-0.264,1,1,0
2026-01-15,TLT,LONG,IGNORE,44.7,neutral,14.0,8.0,1.7,0.0,53.0,87.68,-0.578,-1.132,-0.43,0,0,0
2026-01-15,SMH,LONG,MONITOR,49.0,neutral,17.0,8.0,3.0,0.0,73.9,396.41,1.004,1.392,0.928,1,1,1
2026-01-15,XLF,SHORT,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,37.9,54.37,-0.129,1.674,2.391,0,1,1
2026-01-15,LLY,SHORT,MONITOR,53.5,neutral,17.0,8.0,9.0,1.5,40.4,1031.25,-0.526,-4.41,-3.032,0,0,0
2026-01-15,COST,LONG,IGNORE,39.5,neutral,11.0,8.0,2.0,2.5,80.8,955.44,0.717,2.729,2.77,1,1,1
2026-01-16,QQQ,LONG,IGNORE,43.8,neutral,14.0,8.0,0.8,0.0,46.9,621.26,-2.125,-0.08,0.676,0,0,1
2026-01-16,NVDA,LONG,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,40.4,186.22,-4.382,-0.746,0.129,0,0,1
2026-01-16,XOM,LONG,IGNORE,45.0,neutral,14.0,8.0,2.0,0.0,68.5,129.03,0.439,2.887,3.811,1,1,1
2026-01-16,MSFT,SHORT,MONITOR,53.0,neutral,14.0,8.0,10.0,0.0,26.2,458.81,1.161,1.896,-2.266,1,1,0
2026-01-16,AAPL,SHORT,IGNORE,47.5,neutral,14.0,8.0,7.0,2.5,10.5,255.29,3.456,2.81,0.047,1,1,1
2026-01-16,GOOGL,LONG,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,73.9,329.77,-2.424,0.164,0.988,0,1,1
2026-01-16,META,SHORT,MONITOR,54.5,neutral,17.0,8.0,8.5,0.0,29.0,619.72,2.601,-4.414,-8.401,1,0,0
2026-01-16,AMZN,LONG,MONITOR,52.0,neutral,17.0,8.0,6.0,0.0,58.0,239.12,-3.396,-1.999,-0.293,0,0,0
2026-01-16,TSLA,SHORT,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,31.2,437.5,4.171,-2.711,0.526,1,0,1
2026-01-16,JPM,SHORT,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,37.6,312.47,3.114,2.829,3.658,1,1,1
2026-01-16,BAC,SHORT,MONITOR,49.0,neutral,14.0,8.0,6.0,0.0,33.6,52.67,1.642,0.982,1.793,1,1,1
2026-01-16,GS,LONG,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,62.9,956.96,-1.937,-0.764,-3.133,0,0,0
2026-01-16,PLTR,SHORT,MONITOR,56.5,neutral,17.0,8.0,12.0,1.5,32.4,170.96,1.421,2.96,2.041,1,1,1
2026-01-16,NFLX,SHORT,MONITOR,49.0,neutral,14.0,8.0,8.5,2.5,15.5,88.0,0.841,5.068,2.614,1,1,1
2026-01-16,COIN,SHORT,MONITOR,49.8,neutral,11.0,8.0,9.8,0.0,52.4,241.15,5.565,7.468,11.474,1,1,1
2026-01-16,SOFI,SHORT,MONITOR,50.8,neutral,14.0,8.0,7.8,0.0,45.2,26.13,2.449,0.153,1.263,1,1,1
2026-01-16,ARM,SHORT,MONITOR,49.8,neutral,11.0,8.0,9.8,0.0,39.4,105.78,-1.314,-12.687,-8.461,0,0,0
2026-01-16,UNH,SHORT,MONITOR,53.6,neutral,17.0,8.0,7.6,0.0,49.4,328.47,-2.239,-7.084,-6.229,0,0,0
2026-01-16,LMT,LONG,IGNORE,44.7,neutral,14.0,8.0,4.2,2.5,81.0,579.38,-1.094,1.971,-0.132,0,1,0
2026-01-16,AVGO,LONG,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,49.7,351.71,-5.433,-7.455,-7.637,0,0,0
2026-01-16,TSM,LONG,IGNORE,44.7,neutral,14.0,8.0,4.2,2.5,76.6,341.44,-4.451,-4.39,-2.83,0,0,0
2026-01-16,GLD,LONG,IGNORE,46.0,neutral,14.0,8.0,3.0,0.0,53.5,421.29,3.784,7.24,10.304,1,1,1
2026-01-16,AMD,LONG,MONITOR,53.6,neutral,17.0,8.0,7.6,0.0,64.0,231.83,0.039,9.447,8.403,1,1,1
2026-01-16,WMT,LONG,IGNORE,41.5,neutral,12.0,8.0,3.0,2.5,75.1,119.7,-0.827,-1.562,-1.721,0,0,0
2026-01-16,IWM,LONG,IGNORE,38.3,neutral,11.0,8.0,0.8,2.5,77.2,265.29,-1.197,1.516,-0.67,0,1,0
2026-01-16,TLT,LONG,IGNORE,44.7,neutral,14.0,8.0,1.7,0.0,50.6,87.18,-1.31,-0.125,0.626,0,0,1
2026-01-16,SMH,LONG,IGNORE,45.0,neutral,14.0,8.0,2.0,0.0,74.8,400.39,-2.498,0.607,-0.392,0,1,0
2026-01-16,XLF,SHORT,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,39.5,54.44,2.278,1.157,1.892,1,1,1
2026-01-16,LLY,SHORT,MONITOR,50.6,neutral,14.0,8.0,7.6,0.0,41.6,1036.67,-0.278,-4.717,-2.345,0,0,0
2026-01-16,COST,LONG,IGNORE,43.0,neutral,14.0,8.0,2.5,2.5,81.5,962.3,0.067,1.303,1.459,1,1,1
2026-01-20,QQQ,SHORT,MONITOR,54.5,bear,17.0,13.5,3.0,0.0,37.8,608.06,-1.352,-2.411,-3.794,0,0,0
2026-01-20,NVDA,SHORT,MONITOR,54.6,bear,14.0,13.5,7.6,1.5,32.1,178.06,-2.948,-5.391,-5.868,0,0,0
2026-01-20,XOM,LONG,IGNORE,37.5,bear,14.0,2.5,2.0,2.0,67.6,129.6,2.415,3.457,4.883,1,1,1
2026-01-20,MSFT,SHORT,MONITOR,54.5,bear,14.0,13.5,8.5,2.5,24.3,453.48,2.29,-2.515,-5.734,1,0,0
2026-01-20,AAPL,SHORT,MONITOR,51.5,bear,14.0,13.5,7.0,4.0,6.5,246.47,-0.385,-0.543,-4.69,0,0,0
2026-01-20,GOOGL,LONG,IGNORE,39.7,bear,14.0,2.5,4.2,2.0,59.9,321.77,1.981,1.842,3.898,1,1,1
2026-01-20,META,SHORT,MONITOR,57.0,bear,14.0,13.5,8.5,0.0,26.1,603.6,-1.463,-9.045,-11.397,0,0,0
2026-01-20,AMZN,SHORT,MONITOR,57.6,bear,17.0,13.5,7.6,1.5,48.9,231.0,-0.134,-3.532,-5.922,0,0,0
2026-01-20,TSLA,SHORT,MONITOR,49.9,bear,11.0,13.5,5.9,1.5,30.3,419.25,-2.908,-7.11,-2.779,0,0,0
2026-01-20,JPM,SHORT,MONITOR,56.0,bear,17.0,13.5,6.0,1.5,34.2,302.74,0.231,1.658,0.803,1,1,1
2026-01-20,BAC,SHORT,MONITOR,57.5,bear,17.0,13.5,6.0,0.0,33.4,51.81,0.058,0.729,-0.134,1,1,0
2026-01-20,GS,LONG,IGNORE,41.5,bear,14.0,2.5,6.0,2.0,61.8,938.43,1.022,-2.596,-1.447,1,0,0
2026-01-20,PLTR,SHORT,MONITOR,56.3,bear,14.0,13.5,7.8,0.0,33.8,168.53,1.899,-0.635,1.679,1,0,1
2026-01-20,NFLX,SHORT,MONITOR,53.0,bear,11.0,13.5,10.0,2.5,14.9,87.26,2.177,1.306,1.925,1,1,1
2026-01-20,COIN,SHORT,MONITOR,56.8,bear,14.0,13.5,12.8,4.5,46.9,227.73,0.351,4.734,7.421,1,1,1
2026-01-20,SOFI,SHORT,MONITOR,54.8,bear,14.0,13.5,7.8,1.5,43.4,25.49,-0.588,-1.412,0.118,0,0,1
2026-01-20,ARM,SHORT,WATCHLIST,61.3,bear,14.0,13.5,12.8,0.0,42.5,107.17,-6.298,-8.305,-7.194,0,0,0
2026-01-20,UNH,LONG,IGNORE,46.1,bear,17.0,2.5,7.6,2.0,56.8,335.82,2.754,5.268,-16.467,1,1,0
2026-01-20,LMT,LONG,IGNORE,30.2,bear,8.0,2.5,3.2,4.5,77.1,573.04,1.765,2.562,3.279,1,1,1
2026-01-20,AVGO,SHORT,MONITOR,52.7,bear,11.0,13.5,10.2,3.0,40.6,332.6,1.143,3.773,-0.057,1,1,0
2026-01-20,TSM,LONG,IGNORE,41.0,bear,14.0,2.5,7.0,3.5,65.0,326.24,-0.318,2.357,3.417,0,1,1
2026-01-20,GLD,LONG,IGNORE,34.5,bear,14.0,2.5,3.0,6.0,81.1,437.23,1.457,4.75,8.89,1,1,1
2026-01-20,AMD,LONG,IGNORE,46.1,bear,17.0,2.5,7.6,2.0,63.6,231.92,7.71,11.97,8.671,1,1,1
2026-01-20,WMT,LONG,IGNORE,35.0,bear,11.0,2.5,2.5,2.0,69.2,118.71,0.548,-0.826,-1.491,1,0,0
2026-01-20,IWM,LONG,IGNORE,36.3,bear,14.0,2.5,0.8,2.0,72.7,262.11,1.984,0.849,0.819,1,1,1
2026-01-20,TLT,SHORT,MONITOR,53.5,bear,17.0,13.5,2.0,0.0,37.7,86.03,-0.762,-1.477,-1.327,0,0,0
2026-01-20,SMH,LONG,IGNORE,38.0,bear,14.0,2.5,2.5,2.0,66.8,390.39,2.956,2.485,4.319,1,1,1
2026-01-20,XLF,SHORT,MONITOR,55.7,bear,17.0,13.5,4.2,0.0,33.8,53.2,-0.489,0.244,0.376,0,1,1
2026-01-20,LLY,SHORT,MONITOR,51.4,bear,11.0,13.5,5.9,0.0,42.1,1039.55,-3.575,-2.209,0.171,0,0,1
2026-01-20,COST,LONG,IGNORE,35.5,bear,14.0,2.5,2.5,4.5,84.8,962.94,1.929,1.969,0.624,1,1,1
2026-01-21,QQQ,SHORT,IGNORE,39.0,bull,14.0,4.5,1.0,1.5,47.3,616.28,-0.727,-1.49,-2.749,0,0,0
2026-01-21,NVDA,SHORT,IGNORE,45.6,bull,14.0,4.5,7.6,1.5,43.6,183.31,-0.829,-1.718,-4.473,0,0,0
2026-01-21,XOM,LONG,MONITOR,50.0,bull,14.0,12.5,2.5,0.0,70.4,132.73,0.022,0.921,2.971,1,1,1
2026-01-21,MSFT,SHORT,IGNORE,45.5,bull,14.0,4.5,10.0,4.0,20.4,443.1,-1.583,-5.893,-8.448,0,0,0
2026-01-21,AAPL,SHORT,IGNORE,38.5,bull,11.0,4.5,6.0,4.0,9.4,247.42,-0.283,-3.133,-3.549,0,0,0
2026-01-21,GOOGL,LONG,MONITOR,54.7,bull,17.0,12.5,4.2,0.0,65.0,328.15,0.658,1.486,2.324,1,1,1
2026-01-21,META,SHORT,IGNORE,43.5,bull,11.0,4.5,8.5,1.5,27.1,612.44,-5.656,-9.691,-9.098,0,0,0
2026-01-21,AMZN,SHORT,IGNORE,45.6,bull,14.0,4.5,7.6,1.5,48.7,231.31,-1.31,-3.074,-5.058,0,0,0
2026-01-21,TSLA,SHORT,IGNORE,42.6,bull,11.0,4.5,7.6,1.5,39.5,431.44,-4.154,-0.872,-0.005,0,0,0
2026-01-21,JPM,SHORT,IGNORE,42.5,bull,14.0,4.5,4.5,1.5,34.0,302.04,-0.526,0.331,0.42,0,1,1
2026-01-21,BAC,SHORT,IGNORE,42.5,bull,14.0,4.5,4.5,1.5,33.6,51.78,-0.73,0.096,0.499,0,1,1
2026-01-21,GS,LONG,MONITOR,51.7,bull,14.0,12.5,4.2,0.0,65.6,948.02,0.172,-2.219,-1.7,1,0,0
2026-01-21,PLTR,SHORT,MONITOR,51.2,bull,17.0,4.5,10.2,1.5,33.9,165.33,-0.345,-1.294,4.827,0,0,1
2026-01-21,NFLX,SHORT,MONITOR,48.5,bull,12.0,4.5,15.0,4.0,12.9,85.36,2.132,-0.398,0.843,1,0,1
2026-01-21,COIN,SHORT,MONITOR,49.3,bull,14.0,4.5,12.8,3.0,47.6,226.93,1.67,5.927,7.712,1,1,1
2026-01-21,SOFI,SHORT,IGNORE,46.7,bull,14.0,4.5,10.2,3.0,45.4,25.64,-1.755,-0.624,4.056,0,0,1
2026-01-21,ARM,LONG,MONITOR,56.5,bull,11.0,12.5,15.0,3.0,55.3,113.92,4.635,0.711,-3.476,1,1,0
2026-01-21,UNH,LONG,MONITOR,58.1,bull,17.0,12.5,7.6,0.0,60.3,345.07,1.932,1.119,-15.451,1,1,0
2026-01-21,LMT,LONG,IGNORE,45.2,bull,11.0,12.5,3.2,2.5,78.9,583.16,1.31,-0.78,1.883,1,0,1
2026-01-21,AVGO,SHORT,MONITOR,48.2,bull,14.0,4.5,10.2,1.5,38.6,328.8,1.007,1.201,-1.35,1,1,0
2026-01-21,TSM,LONG,MONITOR,53.5,bull,14.0,12.5,6.0,0.0,65.2,325.2,0.383,2.021,4.961,1,1,1
2026-01-21,GLD,LONG,IGNORE,45.0,bull,11.0,12.5,3.0,2.5,82.7,443.6,1.846,4.757,11.488,1,1,1
2026-01-21,AMD,LONG,MONITOR,53.5,bull,14.0,12.5,9.0,3.0,72.3,249.8,1.573,0.604,1.177,1,1,1
2026-01-21,WMT,LONG,MONITOR,49.5,bull,14.0,12.5,2.0,0.0,73.1,119.36,-1.282,-1.441,-2.337,0,0,0
2026-01-21,IWM,LONG,IGNORE,46.0,bull,14.0,12.5,1.0,2.5,81.5,267.31,0.747,-1.423,-1.677,1,0,0
2026-01-21,TLT,SHORT,IGNORE,39.7,bull,14.0,4.5,1.7,1.5,45.6,86.69,-0.435,-1.191,-0.332,0,0,0
2026-01-21,SMH,LONG,MONITOR,53.0,bull,17.0,12.5,2.5,0.0,71.8,401.93,0.221,-0.774,3.657,1,0,1
2026-01-21,XLF,SHORT,IGNORE,42.2,bull,14.0,4.5,4.2,1.5,37.1,53.46,-0.655,0.094,0.879,0,1,1
2026-01-21,LLY,LONG,MONITOR,53.2,bull,17.0,12.5,4.2,1.5,49.8,1076.72,0.821,-1.462,-5.074,1,0,0
2026-01-21,COST,LONG,IGNORE,47.5,bull,14.0,12.5,2.5,2.5,87.8,981.52,-0.681,-0.528,-2.247,0,0,0
2026-01-22,QQQ,LONG,IGNORE,44.2,neutral,14.0,8.5,0.7,0.0,55.5,620.76,0.316,1.671,1.397,1,1,1
2026-01-22,NVDA,SHORT,IGNORE,45.4,neutral,11.0,7.5,5.9,0.0,47.5,184.83,-1.531,-1.991,-4.15,0,0,0
2026-01-22,XOM,LONG,IGNORE,45.5,neutral,14.0,8.5,2.0,0.0,71.9,132.76,0.995,2.387,5.141,1,1,1
2026-01-22,MSFT,SHORT,MONITOR,51.0,neutral,14.0,7.5,8.5,0.0,28.8,450.11,-3.283,-6.526,3.91,0,0,1
2026-01-22,AAPL,SHORT,IGNORE,38.5,neutral,8.0,7.5,4.5,2.5,11.9,248.12,0.125,-3.994,-3.998,1,0,0
2026-01-22,GOOGL,LONG,IGNORE,46.7,neutral,14.0,8.5,3.2,0.0,67.6,330.31,-0.79,1.213,2.333,0,1,1
2026-01-22,META,LONG,MONITOR,52.5,neutral,14.0,8.5,12.0,3.0,45.7,647.08,1.719,3.913,14.002,1,1,1
2026-01-22,AMZN,SHORT,IGNORE,45.4,neutral,11.0,7.5,5.9,0.0,53.5,234.34,-2.057,-4.412,-3.154,0,0,0
2026-01-22,TSLA,LONG,MONITOR,49.6,neutral,14.0,8.5,7.6,1.5,49.9,449.36,-0.067,-4.108,-7.299,0,0,0
2026-01-22,JPM,SHORT,IGNORE,45.5,neutral,11.0,7.5,6.0,0.0,36.4,303.63,1.946,1.093,-0.919,1,1,0
2026-01-22,BAC,SHORT,IGNORE,44.0,neutral,11.0,7.5,4.5,0.0,37.1,52.16,1.392,0.534,-1.201,1,1,0
2026-01-22,GS,LONG,MONITOR,50.7,neutral,17.0,8.5,4.2,0.0,67.5,949.65,-3.747,-2.611,-1.522,0,0,0
2026-01-22,PLTR,SHORT,IGNORE,47.3,neutral,11.0,7.5,7.8,0.0,37.0,165.9,-2.23,0.121,8.463,0,1,1
2026-01-22,NFLX,SHORT,MONITOR,55.0,neutral,14.0,7.5,15.0,2.5,11.1,83.54,-3.088,-2.442,0.455,0,0,1
2026-01-22,COIN,SHORT,MONITOR,50.8,neutral,14.0,7.5,9.8,1.5,48.4,223.14,2.774,5.517,10.738,1,1,1
2026-01-22,SOFI,SHORT,IGNORE,45.8,neutral,11.0,7.5,7.8,1.5,49.6,26.09,0.92,2.415,6.631,1,1,1
2026-01-22,ARM,LONG,MONITOR,57.0,neutral,14.0,8.5,15.0,1.5,65.2,119.2,-2.626,-3.624,-9.035,0,0,0
2026-01-22,UNH,LONG,MONITOR,52.5,neutral,17.0,8.5,6.0,0.0,65.1,351.74,0.505,-20.247,-17.542,1,0,0
2026-01-22,LMT,LONG,IGNORE,41.2,neutral,11.0,8.5,3.2,2.5,81.8,590.8,-0.52,0.175,4.816,0,1,1
2026-01-22,AVGO,SHORT,MONITOR,52.7,neutral,14.0,7.5,10.2,0.0,38.8,325.49,1.671,-2.243,-1.61,1,0,0
2026-01-22,TSM,LONG,MONITOR,48.0,neutral,14.0,8.5,4.5,0.0,63.9,326.45,2.291,3.351,3.721,1,1,1
2026-01-22,GLD,LONG,IGNORE,43.5,neutral,14.0,8.5,2.5,2.5,87.5,451.79,1.375,5.381,9.763,1,1,1
2026-01-22,AMD,LONG,MONITOR,52.5,neutral,17.0,8.5,6.0,0.0,74.7,253.73,2.345,-0.67,-0.611,1,0,0
2026-01-22,WMT,LONG,IGNORE,41.7,neutral,11.0,8.5,1.2,0.0,68.8,117.83,-0.085,-0.755,-0.356,0,0,0
2026-01-22,IWM,LONG,IGNORE,38.8,neutral,11.0,8.5,0.8,2.5,87.5,269.31,-1.846,-1.876,-2.38,0,0,0
2026-01-22,TLT,LONG,MONITOR,48.2,neutral,17.0,8.5,1.7,0.0,54.5,87.07,0.274,0.125,-0.08,1,1,0
2026-01-22,SMH,LONG,IGNORE,46.7,neutral,14.0,8.5,3.2,0.0,74.7,402.82,-0.678,1.1,3.649,0,1,1
2026-01-22,XLF,SHORT,IGNORE,45.0,neutral,14.0,7.5,2.5,0.0,42.7,53.81,1.375,1.505,0.483,1,1,1
2026-01-22,LLY,LONG,IGNORE,46.7,neutral,14.0,8.5,3.2,0.0,52.3,1085.57,-2.123,-4.402,-5.816,0,0,0
2026-01-22,COST,LONG,IGNORE,37.0,neutral,8.0,8.5,2.0,2.5,86.0,974.84,0.725,-0.603,-2.385,1,0,0
2026-01-23,QQQ,LONG,IGNORE,43.7,neutral,14.0,8.0,0.7,0.0,58.1,622.72,0.44,1.686,-0.136,1,1,0
2026-01-23,NVDA,LONG,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,48.3,187.66,-0.639,2.051,1.844,0,1,1
2026-01-23,XOM,LONG,IGNORE,45.5,neutral,14.0,8.0,2.5,0.0,71.0,134.08,-0.096,1.934,4.764,0,1,1
2026-01-23,MSFT,SHORT,MONITOR,48.5,neutral,14.0,8.0,7.0,1.5,45.7,464.89,-0.929,-3.365,7.653,0,0,1
2026-01-23,AAPL,SHORT,IGNORE,42.0,neutral,11.0,8.0,4.5,2.5,12.1,247.81,-2.971,-3.387,-4.612,0,0,0
2026-01-23,GOOGL,LONG,IGNORE,42.0,neutral,11.0,8.0,2.0,0.0,62.7,327.7,1.625,2.464,3.071,1,1,1
2026-01-23,META,LONG,MONITOR,55.0,neutral,17.0,8.0,9.0,0.0,52.9,658.2,2.064,1.513,8.765,1,1,1
2026-01-23,AMZN,LONG,MONITOR,48.9,neutral,14.0,8.0,5.9,0.0,62.6,239.16,-0.309,1.61,0.059,0,1,1
2026-01-23,TSLA,LONG,IGNORE,45.9,neutral,11.0,8.0,5.9,0.0,54.9,449.06,-3.086,-3.919,-4.153,0,0,0
